bioguide,thomas,govtrack,id,address,building,city,fax,hours,phone,state,suite,zip,latitude,longitude
M001157,01804,400654,M001157-brenham,2000 S. Market St.,,Brenham,979-830-1984,Tuesday and Thursday 8-5pm,979-830-8497,TX,Suite 303,77833,30.1510408,-96.3912448
M001157,01804,400654,M001157-katy,1773 Westborough Dr.,Katy Commerce Center,Katy,,By Appointment Only,281-398-1247,TX,Suite 223,77449,29.7918796,-95.7318468
M001157,01804,400654,M001157-tomball,990 Village Sq.,Rosewood Professional Building,Tomball,281-255-0034,M-F 8am-5:00pm,281-255-8372,TX,Suite B,77375,30.096319,-95.625406
M001158,01806,400656,M001158-irving,9901 E. Valley Ranch Pkwy.,,Irving,972-409-9704,,972-556-0162,TX,Suite 2060,75063,32.9399753,-96.95149119999999
M001159,01809,400659,M001159-colville,555 S. Main St.,,Colville,,,509-684-3481,WA,,99114,48.5392665,-117.9052868
M001159,01809,400659,M001159-spokane,10 North Post Street,,Spokane,,,509-353-2374,WA,Suite 625,99201,47.65759629999999,-117.4232771
M001159,01809,400659,M001159-walla_walla,26 E. Main St.,,Walla Walla,,,509-529-9358,WA,Suite 2,99362,46.0668398,-118.3382053
M001160,01811,400661,M001160-milwaukee,316 N. Milwaukee St.,,Milwaukee,414-297-1086,,414-297-1140,WI,Suite 406,53202,43.0344363,-87.90565280000001
M001163,01814,400663,M001163-sacramento,501 I St.,Robert T. Matsui U.S. Courthouse,Sacramento,916-444-6117,Mon-Fri 8am-5pm,916-498-5600,CA,Suite 12-600,95814,38.583455,-121.4987519
M001165,01833,412190,M001165-bakersfield,4100 Empire Dr.,,Bakersfield,661-637-0867,M-F 8:30am - 5:00pm,661-327-3611,CA,Suite 150,93309,35.3750182,-119.0467701
M001166,01832,412189,M001166-antioch,4703 Lone Tree Way,Antioch Community Center,Antioch,925-754-0728,,925-754-0716,CA,,94531,37.9662464,-121.7741565
M001166,01832,412189,M001166-stockton,2222 Grand Canal Blvd.,,Stockton,209-476-8587,,209-476-8552,CA,#7,95207,37.9845267,-121.3334181
M001169,01837,412194,M001169-hartford,120 Huyshope Ave.,,Hartford,860-524-5091,,860-549-8463,CT,Suite 401,06106,41.7559191,-72.6646397
M001176,01900,412325,M001176-bend,131 NW. Hawthorne Ave.,,Bend,,,541-318-1298,OR,Suite 208,97701,44.0577537,-121.3095974
M001176,01900,412325,M001176-eugene,405 E. 8th Ave.,,Eugene,,,541-465-6750,OR,Suite 2010,97401,44.0516985,-123.0857882
M001176,01900,412325,M001176-medford,10 S. Bartlett St.,,Medford,,,541-608-9102,OR,Suite 201,97501,42.3266304,-122.8712245
M001176,01900,412325,M001176-pendleton,310 SE. Second St.,,Pendleton,,,541-278-1129,OR,Suite 105,97801,45.6721567,-118.7845998
M001176,01900,412325,M001176-portland,121 SW Salmon St.,,Portland,503-326-2900,,503-326-3386,OR,Suite 1400,97204,45.5160884,-122.6748937
M001176,01900,412325,M001176-salem,161 High St. SE,,Salem,,,503-362-8102,OR,Suite 250,97301,44.9389422,-123.0380741
M001177,01908,412295,M001177-roseville,2200A Douglas Blvd,,Roseville,916-786-6364,,916-786-5560,CA,Suite 240,95661,38.74380590000001,-121.2464852
M001180,02074,412487,M001180-morgantown,709 Beechurst Ave.,,Morgantown,304-284-8505,M-F: 9:00 a.m. to 5:00 p.m,304-284-8506,WV,Suite 29,26505,39.6414678,-79.962809
M001180,02074,412487,M001180-parkersburg,408 Market St.,,Parkersburg,304-422-5974,,304-422-5972,WV,,26101,39.2653465,-81.56126309999999
M001180,02074,412487,M001180-wheeling,1100 Main St.,Horne Building,Wheeling,304-232-3813,Mon- friday 9.00 am to 5.00 pm,304-232-3801,WV,Suite 101,26003,40.068749,-80.723545
M001183,01983,412391,M001183-charleston,900 Pennsylvania Ave.,,Charleston,304-343-7144,,304-342-5855,WV,Suite 629,25302,38.3590792,-81.6350089
M001183,01983,412391,M001183-fairmont,230 Adams St.,,Fairmont,304-368-0198,,304-368-0567,WV,,26554,39.4846406,-80.1429364
M001183,01983,412391,M001183-martinsburg,261 Aikens Ctr.,,Martinsburg,304-262-3039,,304-264-4626,WV,Suite 305,25404,39.486004,-77.95891259999999
M001184,02094,412503,M001184-ashland,1700 Greenup Ave.,,Ashland,,Monday-Friday 9:00AM-5:00PM,606-324-9898,KY,Suite 505,41101,38.4791287,-82.6379039
M001184,02094,412503,M001184-crescent_springs,541 Buttermilk Pike,,Crescent Springs,859-426-0061,Monday-Friday 9:00AM-5:00PM,859-426-0080,KY,Suite 208,41017,39.0486598,-84.5777416
M001184,02094,412503,M001184-la_grange,108 W. Jefferson St.,,La Grange,502-265-9126,Call for an appointment,502-265-9119,KY,,40031,38.4084825,-85.37938489999999
M001185,02150,412562,M001185-newburgh,123 Grand St.,,Newburgh,845-561-2890,,845-561-1259,NY,2nd Floor,12550,41.5036879,-74.010127
M001187,02142,412552,M001187-asheville,9 Miller Rd.,Skyland Fire Department,Asheville,828-693-5603,Thursday 2PM-5PM,828-765-0573,NC,,28776,35.4846372,-82.5240931
M001187,02142,412552,M001187-asheville-1,90 Elk Mountain Rd.,Woodfin Town Hall,Asheville,828-693-5603,Thursday 9AM-12PM,828-765-0573,NC,,28804,35.631458,-82.5859027
M001187,02142,412552,M001187-brevard,98 E. Morgan St.,"Community Services Building Second Floor, Conference Room A",Brevard,828-693-5603,"2nd Tuesday of the 1st month of each quarter, 9AM-12PM",828-693-5660,NC,,28712,35.2312324,-82.7340135
M001187,02142,412552,M001187-bryson_city,101 Mitchell St.,Swain County Administration Building,Bryson City,,"2nd Tuesday of the 2nd month of each quarter, 2PM-5PM",828-452-6022,NC,,28713,35.4284337,-83.44769629999999
M001187,02142,412552,M001187-burnsville,2 Town Sq.,Burnsville Town Hall,Burnsville,,"2nd Tuesday of the 1st month of each quarter, 2PM-5PM",828-765-0573,NC,,28714,35.91698,-82.300495
M001187,02142,412552,M001187-cherokee,810 Acquoni Rd.,Ginger Lynn Welch Building,Cherokee,,"4th Tuesday of the 1st month of each quarter, 9AM-12PM",828-452-6022,NC,,28719,35.4889529,-83.31281460000001
M001187,02142,412552,M001187-franklin,5 W. Main St.,Macon County Courthouse,Franklin,,"1st Tuesday of the 3rd month of each quarter, 9AM-12PM",828-452-6022,NC,Room 332,28734,35.181994,-83.3816781
M001187,02142,412552,M001187-hayesville,261 Courthouse Dr.,Clay County Courthouse,Hayesville,,"1st Tuesday of the 1st month of each quarter, 9AM-12PM",828-452-6022,NC,Paul Jordan Conference Room,28904,35.041118,-83.829076
M001187,02142,412552,M001187-hendersonville,200 N. Grove St.,Henderson County Courthouse,Hendersonville,828-693-5603,"M-F, 9:00 AM-5:00 PM",828-693-5660,NC,Suite 90,28792,35.3159633,-82.45688779999999
M001187,02142,412552,M001187-lenoir,2345 Morganton Blvd.,Health and Human Services Bldg.,Lenoir,828-426-8710,M-F 9:00 AM - 5:00 PM,828-426-8701,NC,,28645,35.8920346,-81.5724283
M001187,02142,412552,M001187-marion,100 Spaulding Road,McDowell County Senior Center,Marion,828-693-5603,"1st Wednesday of the 1st month of each quarter, 9AM-12PM",828-432-2699,NC,,28752,35.6661262,-82.02352800000001
M001187,02142,412552,M001187-mars_hill,280 N. Main St.,Mars Hill Town Hall,Mars Hill,,"2nd Tuesday of the 1st month of each quarter, 9AM-12PM",828-765-0573,NC,,28754,35.8306609,-82.5496506
M001187,02142,412552,M001187-morganton,305 E. Union St.,City of Morganton Town Hall,Morganton,828-426-8710,M-F 9AM-5PM,828-432-2699,NC,Suite A100,28655,35.7480974,-81.6863355
M001187,02142,412552,M001187-murphy,107 Peachtree St.,Murphy Power Board,Murphy,,"1st Tuesday of the 1st month of each quarter, 2PM-5PM",828-452-6022,NC,,28906,35.0865265,-84.0326446
M001187,02142,412552,M001187-robbinsville,12 N. Main St.,Graham County Courthouse,Robbinsville,,"1st Tuesday of the 2nd month of each quarter, 9AM-12PM",828-452-6022,NC,,28771,35.323017,-83.80684699999999
M001187,02142,412552,M001187-spruce_pine,11 Crystal St.,Mitchell Country Chamber of Commerce Building,Spruce Pine,,"Mon-Wed and Fri, 9:00 AM - 5:00 PM",828-765-0573,NC,,28777,35.91595,-82.068939
M001187,02142,412552,M001187-sylva,125 Bonnie Ln.,Southwestern Commission Building,Sylva,,"1st Tuesday of the 3rd month of each quarter, 2PM-5PM",828-452-6022,NC,,28779,35.3514788,-83.208622
M001187,02142,412552,M001187-waynesville,285 N. Main St.,Haywood County Justice Center,Waynesville,,M-F 9AM-5PM,828-452-6022,NC,Suite 1300,28786,35.4932599,-82.98666940000001
M001188,02148,412560,M001188-flushing,40-13 159th St.,,Flushing,718-445-7868,,718-358-6364,NY,Suite A,11358,40.76260720000001,-73.8062197
M001188,02148,412560,M001188-forest_hills,118-35 Queens Blvd.,,Forest Hills,718-445-7868,By appointment only,718-358-6364,NY,17th Floor,11375,40.7148445,-73.8310816
M001190,02156,412568,M001190-mcalester,1 E. Choctaw,,McAlester,918-423-1940,"Monday-Friday, 8:00am-5:00pm",918-423-5951,OK,Suite 175,74501,34.9325288,-95.76939100000001
M001190,02156,412568,M001190-muskogee,3109 Azalea Park Dr.,,Muskogee,918-686-0128,"Monday-Friday, 8:00am-5:00pm",918-687-2533,OK,,74401,35.7676771,-95.40146519999999
M001194,02248,412634,M001194-cadillac,201 N. Mitchell St.,,Cadillac,231-876-9505,,231-942-5070,MI,Suite 301,49601,44.2512349,-85.4006138
M001194,02248,412634,M001194-midland,200 E. Main St.,,Midland,989-631-6271,,989-631-2552,MI,Suite 230,48640,43.6125894,-84.2447609
M001195,02277,412662,M001195-charleston,405 Capitol St.,,Charleston,,9AM - 5PM Mon-Fri,304-925-5964,WV,Suite 514,25301,38.3517371,-81.6320052
M001195,02277,412662,M001195-martinsburg,300 Foxcroft Ave.,,Martinsburg,,Mon-Fri 9:00am-5:00pm,304-264-8810,WV,Suite 101,25401,39.4607489,-77.986887
M001196,02246,412632,M001196-salem,21 Front St.,,Salem,978-224-2270,,978-531-1669,MA,,01970,42.5204343,-70.8944236
M001198,,412704,M001198-salina,200 E. Iron Ave.,,Salina,,,785-829-9000,KS,,67401,38.8403082,-97.60774119999999
M001198,,412704,M001198-garden_city,816 Campus Dr.,,Garden City,,,620-765-7800,KS,Suite 500,67846,37.9722335,-100.8489985
M001199,,412698,M001199-port_st__lucie,121 SW. Port St. Lucie Blvd.,,Port St. Lucie,,,772-336-2877,FL,,34984,27.2741604,-80.3430288
M001199,,412698,M001199-north_palm_beach,420 U.S. Highway One,,North Palm Beach,,,561-530-7778,FL,Suite 19,33408,26.8097707,-80.0578969
M001199,,412698,M001199-stuart,171 SW Flagler Ave.,,Stuart,,,772-403-0900,FL,,34994,27.2006096,-80.2582352
M001200,,412728,M001200-richmond,110 North Robinson Street,,Richmond,804-269-4139,,804-486-1840,VA,Suite 401,23220,37.5534549,-77.4731247
M001200,,412728,M001200-suffolk,131 N. Saratoga Street,,Suffolk,,,757-942-6050,VA,Suite B,23434,36.7299686,-76.5840834
M001201,,412710,M001201-shelby_township,48701 Van Dyke Avenue,,Shelby Township,,,586-997-5010,MI,,48317,42.653045,-83.033869
M001202,,412694,M001202-orlando,225 E. Robinson,,Orlando,,,888-205-5421,FL,Suite 525,32801,28.546165,-81.3744028
M001202,,412694,M001202-sanford,110 W. First Street,,Sanford,,,888-205-5421,FL,Suite 210,32771,28.8121096,-81.26861149999999
N000002,00850,400289,N000002-brooklyn,6605 Fort Hamilton Pkwy.,,Brooklyn,,,718-373-3198,NY,,11219,40.6298149,-74.0100219
N000002,00850,400289,N000002-new_york,201 Varick St.,,New York,,,212-367-7350,NY,Suite 669,10014,40.7283398,-74.00622109999999
N000015,00854,400291,N000015-pittsfield,78 Center St.,,Pittsfield,413-443-2792,,413-442-0946,MA,,01201,42.4521544,-73.25534979999999
N000015,00854,400291,N000015-springfield,300 State St.,,Springfield,413-747-0604,,413-785-0325,MA,Suite 200,01105,42.1049876,-72.58316479999999
N000147,00868,400295,N000147-washington,90 K St. NE,,Washington,202-408-9048,M-F 9-5:30pm,202-408-9041,DC,Suite 100,20001,38.9031719,-77.00662319999999
N000147,00868,400295,N000147-washington-1,2235 Shannon Place SE,,Washington,202-678-8844,M-F 9-5:30pm,202-678-8900,DC,Suite 2032-A,20020,38.86535,-76.99073
N000179,01602,400290,N000179-el_monte,4401 Santa Anita Ave.,,El Monte,626-350-0450,,626-350-0150,CA,Suite 201,91731,34.0866787,-118.0289184
N000181,01710,400297,N000181-clovis,264 Clovis Ave.,,Clovis,559-323-5528,,559-323-5235,CA,Suite 206,93612,36.8268342,-119.7008959
N000181,01710,400297,N000181-visalia,113 N. Church St.,,Visalia,559-733-3865,,559-733-3861,CA,Suite 208,93291,36.3304563,-119.2914737
N000188,02202,412606,N000188-cherry_hill,10 Melrose Ave.,,Cherry Hill,856-427-4109,"Mon. - Fri., 9:00 am - 5:00 pm",856-427-7000,NJ,Suite 210,08003,39.8719711,-75.0138274
N000189,02275,412660,N000189-richland,3100 George Washington Way,,Richland,509-713-7377,,509-713-7374,WA,#130,99354,46.3444932,-119.2718385
N000189,02275,412660,N000189-yakima,402 E. Yakima Ave.,,Yakima,509-452-3438,,509-452-3243,WA,Suite #445,98901,46.6030785,-120.5008956
O000168,01955,412302,O000168-pearland,1920 Country Place Pkwy,,Pearland,832-617-8569,,281-485-4855,TX,Suite 140,77584,29.577064,-95.3866104
O000168,01955,412302,O000168-sugar_land,1650 Highway 6,,Sugar Land,281-494-2649,,281-494-2690,TX,Suite 150,77478,29.5989855,-95.6285772
O000171,,412682,O000171-casa_grande,211 N. Florence St.,,Casa Grande,,,520-316-0839,AZ,Suite 1,85122,32.8770219,-111.7541607
O000171,,412682,O000171-flagstaff,405 N. Beaver St.,,Flagstaff,,,928-286-5338,AZ,Suite 6,86001,35.2019797,-111.6486132
O000171,,412682,O000171-tucson,3037 W. Ina Rd,,Tucson,,,928-304-0131,AZ,Suite 101,85741,32.3363922,-111.0318291
P000034,00887,400308,P000034-long_branch,504 Broadway,,Long Branch,732-870-3890,,732-571-1140,NJ,,07740,40.299971,-73.99841099999999
P000034,00887,400308,P000034-new_brunswick,67/69 Church St.,,New Brunswick,732-249-1335,,732-249-8892,NJ,,08901,40.4962932,-74.4427577
P000096,01510,400309,P000096-englewood,2-10 N. Van Brunt St.,,Englewood,,"Tues, Thurs 9am-5pm",201-935-2248,NJ,,07631,40.8946254,-73.97540300000001
P000096,01510,400309,P000096-lyndhurst,367 Valley Brook Ave.,,Lyndhurst,,"Wed, Fri 9am-5pm",201-935-2248,NJ,,07071,40.8126716,-74.1243659
P000096,01510,400309,P000096-passaic,330 Passaic St.,1st Street,Passaic,,"Mon, Wed 9am-5pm",973-472-4510,NJ,,07055,40.8612025,-74.12380890000001
P000096,01510,400309,P000096-paterson,200 Federal Plz.,Robert A. Roe Federal Building,Paterson,973-523-0637,M-F 9am-5:30pm,973-523-5152,NJ,Suite 500,07505,40.9151292,-74.1699154
P000197,00905,400314,P000197-san_francisco,90 7th St.,,San Francisco,415-861-1670,M-F 9-5:30pm,415-556-4862,CA,Suite 2-800,94103,37.7791976,-122.4121784
P000258,00910,400316,P000258-detroit_lakes,714 Lake Ave.,,Detroit Lakes,218-847-5109,,218-847-5056,MN,Suite 101,56501,46.81886249999999,-95.84703619999999
P000258,00910,400316,P000258-marshall,1420 E. College Dr.,,Marshall,507-537-2298,Mon - Thurs: 8:30AM to 4:00PM,507-537-2299,MN,,56258,44.447474,-95.7610983
P000258,00910,400316,P000258-montevideo,100 N. First St.,,Montevideo,,Tues 9am-2pm,320-235-1061,MN,,56265,44.9455663,-95.7243254
P000258,00910,400316,P000258-redwood_falls,230 E. 3rd St.,,Redwood Falls,,First Wednesday of the month until 12pm and by appointment,507-637-2270,MN,,56283,44.5395952,-95.11752489999999
P000258,00910,400316,P000258-willmar,324 3rd St. SW,,Willmar,320-235-2651,,320-235-1061,MN,Suite 4,56201,45.1213299,-95.04656659999999
P000449,00924,400325,P000449-cincinnati,312 Walnut St.,,Cincinnati,513-684-3269,,513-684-3265,OH,Suite 3425,45202,39.0993058,-84.5103687
P000449,00924,400325,P000449-cleveland,1240 E. 9th St.,,Cleveland,,,216-522-7095,OH,Room 3061,44199,41.50477110000001,-81.69179849999999
P000449,00924,400325,P000449-columbus,37 W. Broad St.,,Columbus,,,614-469-6774,OH,Room 300,43215,39.9617817,-83.00202759999999
P000449,00924,400325,P000449-toledo,420 Madison Ave.,,Toledo,,,419-259-3895,OH,Room 1210,43604,41.6518781,-83.53530549999999
P000523,00930,400326,P000523-chapel_hill,1777 Fordham Blvd.,,Chapel Hill,919-967-8324,,919-967-7924,NC,Suite 204,27514,35.9455529,-79.0136236
P000523,00930,400326,P000523-raleigh,436 N. Harrington St.,,Raleigh,919-859-5998,,919-859-5999,NC,Suite 100,27603,35.7866594,-78.6442275
P000593,01835,412192,P000593-lakewood,12600 West Colfax Avenue,,Lakewood,303-274-6455,,303-274-7944,CO,Suite B-400,80215,39.7390492,-105.1404146
P000595,01929,412305,P000595-detroit,477 Michigan Ave.,Patrick V. McNamara Federal Building,Detroit,,,313-226-6020,MI,Suite 1837,48226,42.3311478,-83.0532168
P000595,01929,412305,P000595-grand_rapids,110 Michigan St. NW,Gerald R. Ford Federal Building,Grand Rapids,,,616-233-9150,MI,Suite 720,49503,42.96997460000001,-85.67097419999999
P000595,01929,412305,P000595-lansing,124 W. Allegan St.,,Lansing,,,517-377-1508,MI,Suite 1400,48933,42.73289279999999,-84.553479
P000595,01929,412305,P000595-marquette,857 W. Washington St.,,Marquette,,,906-226-4554,MI,Suite 308,49855,46.545668,-87.413111
P000595,01929,412305,P000595-rochester,407 6th St.,,Rochester,,,248-608-8040,MI,Suite C,48307,42.682816,-83.137692
P000595,01929,412305,P000595-saginaw,515 N. Washington Ave.,,Saginaw,,,989-754-0112,MI,Suite 401,48607,43.438206,-83.93773879999999
P000595,01929,412305,P000595-traverse_city,818 Red Dr.,,Traverse City,,,231-947-7773,MI,Suite 40,49684,44.7556947,-85.64489909999999
P000597,01927,412307,P000597-portland,2 Portland Fish Pier,,Portland,207-871-0720,,207-774-5019,ME,Suite 304,04101,43.651525,-70.25413499999999
P000597,01927,412307,P000597-waterville,1 Silver St.,,Waterville,207-873-5717,,207-873-5713,ME,,04901,44.5488273,-69.62960439999999
P000599,01915,412309,P000599-melbourne,2725 Judge Fran Jamieson Way,Building C,Melbourne,321-639-8595,,321-632-1776,FL,,32940,28.246385,-80.736905
P000601,02035,412443,P000601-biloxi,970 Tommy Munro Dr.,,Biloxi,228-864-3099,,228-864-7670,MS,Suite D,39532,30.44543689999999,-88.9391931
P000601,02035,412443,P000601-ellisville,72 Technology Blvd.,,Ellisville,601-582-3452,By appointment only,601-582-3246,MS,,39437,31.58146,-89.2424367
P000601,02035,412443,P000601-hattiesburg,641 Main St.,,Hattiesburg,601-582-3452,,601-582-3246,MS,Suite 142,39401,31.32792959999999,-89.2911006
P000601,02035,412443,P000601-pascagoula,3118 Pascagoula St.,,Pascagoula,228-202-8105,,228-202-8104,MS,Suite 181,39567,30.3652731,-88.5554872
P000603,02082,412492,P000603-bowling_green,1029 State St.,,Bowling Green,270-782-8315,,270-782-8303,KY,,42101,36.991545,-86.44277609999999
P000604,02097,412506,P000604-hillside,1455 Liberty Ave.,,Hillside,862-225-2941,Mon-Fri 9am-6pm,862-229-2994,NJ,,07205,40.70234809999999,-74.228127
P000604,02097,412506,P000604-jersey_city,253 Martin Luther King Dr.,,Jersey City,201-369-0395,,201-369-0392,NJ,,07305,40.7077679,-74.0826434
P000604,02097,412506,P000604-newark,60 Nelson Pl.,"LeRoy F. Smith, Jr. Public Safety Building",Newark,973-645-5902,,973-645-3213,NJ,14th Floor,07102,40.73821,-74.182222
P000605,02157,412569,P000605-gettysburg,22 Chambersburg St.,,Gettysburg,717-334-6314,"9:00 a.m. - 5:00 p.m., M-F",717-338-1919,PA,,17325,39.830579,-77.232111
P000605,02157,412569,P000605-wormleysburg,730 N. Front St.,,Wormleysburg,717-635-9861,"9:00 a.m. - 5:00 p.m., M-F",717-635-9504,PA,,17043,40.26472500000001,-76.909221
P000605,02157,412569,P000605-york,2209 E. Market St.,,York,717-635-9861,Mon-Fri 9:00 a.m. - 5:00 p.m.,717-600-1919,PA,,17402,39.9740449,-76.684116
P000607,02171,412585,P000607-beloit,100 State St.,,Beloit,,"Second Thursday of the Month, 9:30 - 11:30 AM",608-365-8001,WI,3rd floor,53511,42.49752240000001,-89.03699309999999
P000607,02171,412585,P000607-madison,10 E. Doty St.,,Madison,608-258-0377,"Monday - Friday, 8:00 AM - 5:00 PM",608-258-9800,WI,Suite 405,53703,43.0737508,-89.3816999
P000608,02113,412523,P000608-san_diego,4350 Executive Dr.,,San Diego,,M-F 8:30am-5:00pm,858-455-5550,CA,Suite 105,92121,32.8755637,-117.2121916
P000609,02221,412608,P000609-birmingham,3535 Grandview Pkwy.,,Birmingham,205-968-1294,,205-968-1290,AL,Suite 525,35243,33.4391291,-86.7225137
P000609,02221,412608,P000609-clanton,703 2nd Ave North,,Clanton,,,205-280-6846,AL,Box 502,35045,32.8389716,-86.63128739999999
P000609,02221,412608,P000609-oneonta,220 2nd Ave E,Blount County Courthouse,Oneonta,,,205-625-4160,AL,,35121,33.9464211,-86.4781082
P000610,02274,412659,P000610-frederiksted,60 King St.,,Frederiksted,340-778-5111,8:30 - 5pm,340-778-5900,VI,,00840,17.712475,-64.882701
P000610,02274,412659,P000610-st__thomas,9100 Port Of Sale Mall,,St. Thomas,340-774-8033,8:30-5pm,340-774-4408,VI,Suite 22,00802,18.334264,-64.919169
P000612,02286,412666,P000612-atlanta,3280 Peachtree Road NE,,Atlanta,404-816-3435,,404-865-0087,GA,Suite 2640,30305,33.8444244,-84.3710444
P000613,,412685,P000613-salinas,100 W. Alisal St.,,Salinas,831-424-7099,,831-424-2229,CA,,93901,36.6737182,-121.6575375
P000613,,412685,P000613-santa_cruz,701 Ocean St.,,Santa Cruz,,,831-429-1976,CA,Room 318C,95060,36.9778501,-122.0226351
Q000023,01967,412331,Q000023-chicago,4345 N. Milwaukee Ave.,,Chicago,773-267-6583,Monday - Friday 9am - 5:30pm,773-267-5926,IL,,60641,41.9600352,-87.7536327
Q000023,01967,412331,Q000023-chicago-1,3223 N. Sheffield Ave.,,Chicago,,Monday - Friday 9am - 5pm,773-267-5926,IL,,60657,41.94076279999999,-87.6538984
R000122,00949,300081,R000122-cranston,1000 Chapel View Blvd.,,Cranston,401-464-6837,,401-943-3100,RI,Suite 290,02920,41.7566184,-71.4607281
R000122,00949,300081,R000122-providence,One Exchange Terrace,U.S. District Courthouse,Providence,202-224-4680,,401-528-5200,RI,Suite 408,02903-1744,41.8262057,-71.4109836
R000307,00968,300083,R000307-dodge_city,100 Military Plz.,,Dodge City,620-227-2264,,620-227-2244,KS,PO Box 550,67801,37.7540807,-100.0164714
R000307,00968,300083,R000307-overland_park,11900 College Boulevard,,Overland Park,913-451-9446,,913-451-9343,KS,Suite 203,66210,38.9280229,-94.7243276
R000307,00968,300083,R000307-topeka,444 SE. Quincy,Frank Carlson Federal Bldg.,Topeka,785-235-3665,,785-295-2745,KS,Room 392,66683,39.0529221,-95.670288
R000307,00968,300083,R000307-wichita,125 N. Market St.,,Wichita,316-263-0273,,316-263-0416,KS,Suite 1120,67202,37.6870978,-97.3372521
R000395,00977,400340,R000395-hazard,48 S. KY Hwy. 15,,Hazard,606-439-4647,,606-439-0794,KY,,41701,37.3598755,-83.2591463
R000395,00977,400340,R000395-prestonsburg,110 Resource Ct.,,Prestonsburg,606-889-0371,,606-886-0844,KY,Suite A,41653,37.6921145,-82.7793413
R000395,00977,400340,R000395-somerset,551 Clifty St.,,Somerset,606-678-4856,,800-632-8588,KY,,42503,37.0976576,-84.6167349
R000486,00997,400347,R000486-commerce,500 Citadel Dr.,,Commerce,323-721-8789,,323-721-8790,CA,Suite 320,90040,34.0062357,-118.1519972
R000515,01003,400350,R000515-chicago,11750 S. Western Ave.,,Chicago,773-779-2401,"Monday – Friday, 9 a.m. – 6 p.m., Central",773-779-2400,IL,,60643-4732,41.6793889,-87.6811963
R000575,01704,400341,R000575-anniston,1129 Noble St.,,Anniston,256-237-9203,Monday-Friday 9:00AM-5:00PM,256-236-5655,AL,# 104,36201,33.6595488,-85.8294458
R000575,01704,400341,R000575-opelika,701 Avenue A,G.W. Andrews Federal Building,Opelika,334-742-0109,Monday-Friday 8:00AM-5:00PM,334-745-6221,AL,Suite 300,36801,32.6481909,-85.3772489
R000576,01728,400349,R000576-timonium,375 W. Padonia Rd.,The Atrium,Timonium,410-628-2708,,410-628-2701,MD,Suite 200,21093,39.454911,-76.640205
R000577,01756,400352,R000577-akron,1030 Tallmadge Ave.,,Akron,330-630-7314,M-F 9AM-5PM EST,330-630-7311,OH,,44310,41.099949,-81.478217
R000577,01756,400352,R000577-warren,197 W. Market St.,,Warren,330-373-0098,M-F 9AM-5PM EST,800-856-4152,OH,,44481,41.235888,-80.819818
R000577,01756,400352,R000577-youngstown,241 W. Federal St.,,Youngstown,330-740-0182,M-F 9AM-5PM EST,330-740-0193,OH,,44503,41.1012396,-80.6529585
R000582,01954,412310,R000582-kingsport,205 Revere St.,,Kingsport,423-247-0119,,423-247-8161,TN,,37660,36.5481252,-82.56324289999999
R000582,01954,412310,R000582-morristown,1609 Walters State CC Dr.,,Morristown,423-254-1403,,423-254-1400,TN,Suite 4,37813,36.2043221,-83.26019269999999
R000584,01896,412322,R000584-boise,350 N. 9th St.,,Boise,208-343-2458,,208-342-7985,ID,Suite 302,83702,43.618145,-116.2024194
R000584,01896,412322,R000584-coeur_d_alene,610 Hubbard,Harbor Plaza,Coeur d'Alene,208-765-1743,,208-667-6130,ID,Suite 213,83814,47.6826921,-116.7920799
R000584,01896,412322,R000584-idaho_falls,901 Pier View Dr.,,Idaho Falls,208-523-9373,,208-523-5541,ID,Suite 202A,83402,43.4836745,-112.0514001
R000584,01896,412322,R000584-lewiston,313 D St.,,Lewiston,208-746-7275,,208-743-0792,ID,Suite 106,83501,46.422158,-117.028638
R000584,01896,412322,R000584-pocatello,275 S. 5th Ave.,,Pocatello,208-236-6820,,208-236-6817,ID,Suite 290,83201,42.8649373,-112.4428822
R000584,01896,412322,R000584-twin_falls,1411 Falls Avenue East,,Twin Falls,208-734-3905,,208-734-6780,ID,Suite 201,83301,42.5785998,-114.456626
R000585,01982,412393,R000585-corning,89 W. Market St.,,Corning,607-654-7568,,607-654-7566,NY,,14830,42.1441654,-77.0580681
R000585,01982,412393,R000585-geneva,433 Exchange St.,,Geneva,315-325-4045,,315-759-5229,NY,,14456,42.868166,-76.980885
R000585,01982,412393,R000585-ithaca,401 E. State St.,,Ithaca,,,607-222-2027,NY,Suite 410,14850,42.4391794,-76.4933839
R000585,01982,412393,R000585-jamestown,2 E. 2nd St.,,Jamestown,716-708-6058,,716-708-6369,NY,Suite 208,14701,42.0953958,-79.2406941
R000585,01982,412393,R000585-olean,One Bluebird Square,,Olean,716-806-1069,,716-379-8434,NY,,14760,42.07941,-78.43005699999999
R000588,02023,412432,R000588-baton_rouge,1520 Thomas H Delpit Dr.,,Baton Rouge,225-636-5680,Mon-Fri 8:30am-5pm,225-636-5600,LA,Suite 126,70802,30.4340407,-91.17866599999999
R000588,02023,412432,R000588-gretna,200 Derbigny St.,,Gretna,,Monday-Friday 8:30AM-5:00PM,504-365-0390,LA,Suite 3200,70053,29.9160227,-90.06773629999999
R000588,02023,412432,R000588-new_orleans,2021 Lakeshore Dr.,,New Orleans,504-288-4090,Monday-Friday 8:30AM-5:00PM,504-288-3777,LA,Suite 309,70122,30.0318171,-90.06439449999999
